Kernel trace events
Device, Binary, Kernel, Compute Unit, Function, Data Type, Index, Start Time (ms), End Time (ms), Value
xilinx_u280_gen3x16_xdma_1_202211_1-0,krnl_vadd.link,krnl_vadd,krnl_vadd_1,top,top,0,0.181718,0.198358,0
